cluster,category,precision
42,videoblogging,0.4
43,sports,0.2857142857142857
24,videoblogging,0.3
25,food_and_drink,0.3333333333333333
26,citizen_journalism,0.6
27,conferences_and_other_events,0.25
20,school_and_education,0.3333333333333333
21,citizen_journalism,0.71875
22,travel,0.2857142857142857
23,art,0.21739130434782608
44,comedy,0.4
28,conferences_and_other_events,0.2857142857142857
29,movies_and_television,0.6
40,autos_and_vehicles,0.25
41,comedy,0.375
1,health,0.4
0,citizen_journalism,0.12382934443288242
3,citizen_journalism,0.28350515463917525
2,food_and_drink,0.30303030303030304
5,travel,0.5
4,health,0.2222222222222222
7,citizen_journalism,0.2571428571428571
6,citizen_journalism,0.2
9,autos_and_vehicles,0.6
8,health,0.45454545454545453
39,citizen_journalism,0.6
38,citizen_journalism,0.4
11,comedy,0.42857142857142855
10,autos_and_vehicles,1.0
13,food_and_drink,0.2857142857142857
12,citizen_journalism,0.5
15,videoblogging,0.6
14,travel,0.3333333333333333
17,conferences_and_other_events,0.25
16,citizen_journalism,0.43902439024390244
19,movies_and_television,0.35714285714285715
18,travel,0.2727272727272727
31,citizen_journalism,0.7777777777777778
30,music_and_entertainment,0.4444444444444444
37,citizen_journalism,0.2
36,health,0.6666666666666666
35,literature,0.5454545454545454
34,conferences_and_other_events,0.5
33,videoblogging,0.4
-1,travel,0.1741662255161461
32,citizen_journalism,1.0
