cluster,category,precision
42,literature,0.8
43,autos_and_vehicles,0.5
24,food_and_drink,0.25
25,travel,0.4
26,movies_and_television,0.6666666666666666
27,food_and_drink,0.6
20,literature,0.5454545454545454
21,food_and_drink,0.25
22,citizen_journalism,0.6
23,citizen_journalism,0.6
28,citizen_journalism,0.8
29,citizen_journalism,0.375
40,comedy,0.2727272727272727
41,food_and_drink,0.42857142857142855
1,health,0.5
0,travel,0.12234273318872017
3,citizen_journalism,0.2619047619047619
2,citizen_journalism,0.42857142857142855
5,citizen_journalism,0.2
4,travel,0.5
7,citizen_journalism,0.2564102564102564
6,art,0.16666666666666666
9,autos_and_vehicles,0.6666666666666666
8,citizen_journalism,0.7204968944099379
39,travel,0.8
38,citizen_journalism,0.4
11,citizen_journalism,0.4444444444444444
10,comedy,0.375
13,food_and_drink,0.2857142857142857
12,citizen_journalism,0.2727272727272727
15,art,0.2
14,travel,0.35294117647058826
17,movies_and_television,0.23809523809523808
16,conferences_and_other_events,0.375
19,citizen_journalism,0.125
18,travel,0.3
31,travel,0.4
30,citizen_journalism,0.8888888888888888
37,comedy,0.3
36,art,0.2
35,autos_and_vehicles,0.2
34,autos_and_vehicles,0.5
33,videoblogging,0.4
-1,travel,0.17218095881161377
32,autos_and_vehicles,0.2222222222222222
