cluster,category,precision
0,food_and_drink,0.325
1,citizen_journalism,0.31756756756756754
10,travel,0.24324324324324326
11,citizen_journalism,0.18867924528301888
12,autos_and_vehicles,0.15151515151515152
13,food_and_drink,0.375
14,travel,0.16535433070866143
15,citizen_journalism,0.21212121212121213
16,school_and_education,0.2222222222222222
17,citizen_journalism,0.3173076923076923
18,citizen_journalism,0.31868131868131866
19,citizen_journalism,0.24242424242424243
2,food_and_drink,0.2222222222222222
20,health,0.2777777777777778
21,citizen_journalism,0.642512077294686
22,travel,0.2413793103448276
23,citizen_journalism,0.17391304347826086
24,technology,0.2857142857142857
25,literature,0.3050847457627119
26,autos_and_vehicles,0.1357142857142857
27,citizen_journalism,0.6049382716049383
28,travel,0.2826086956521739
29,food_and_drink,0.24050632911392406
3,conferences_and_other_events,0.16326530612244897
30,conferences_and_other_events,0.26618705035971224
31,travel,0.18571428571428572
32,travel,0.18518518518518517
33,autos_and_vehicles,0.3076923076923077
34,food_and_drink,0.3181818181818182
35,travel,0.22580645161290322
36,travel,0.21052631578947367
37,travel,0.16
38,music_and_entertainment,0.29411764705882354
39,travel,0.22580645161290322
4,travel,0.29411764705882354
40,health,0.6888888888888889
41,citizen_journalism,0.21428571428571427
42,food_and_drink,0.17543859649122806
43,autos_and_vehicles,0.17647058823529413
44,conferences_and_other_events,0.3150684931506849
45,comedy,0.375
46,travel,1.0
47,default_category,0.3614457831325301
48,travel,0.23333333333333334
49,citizen_journalism,0.13636363636363635
5,food_and_drink,0.4166666666666667
50,gaming,0.21153846153846154
51,conferences_and_other_events,0.25
52,autos_and_vehicles,0.2708333333333333
53,default_category,0.15555555555555556
54,travel,0.11724137931034483
55,citizen_journalism,0.75
56,travel,0.2345679012345679
57,citizen_journalism,0.14492753623188406
58,default_category,0.23076923076923078
59,travel,0.2804878048780488
6,travel,1.0
7,citizen_journalism,0.5471698113207547
8,citizen_journalism,0.20353982300884957
9,food_and_drink,0.1864406779661017
