cluster,category,precision
0,food_and_drink,0.3424657534246575
1,autos_and_vehicles,0.14432989690721648
10,citizen_journalism,0.16666666666666666
11,gaming,0.13861386138613863
12,default_category,0.1917808219178082
13,health,0.6166666666666667
14,travel,0.21875
15,conferences_and_other_events,0.4868421052631579
16,travel,0.1864406779661017
17,travel,0.22666666666666666
18,travel,0.24719101123595505
19,comedy,0.13559322033898305
2,videoblogging,0.2159090909090909
20,citizen_journalism,0.6176470588235294
21,citizen_journalism,0.6630434782608695
22,travel,0.1774193548387097
23,citizen_journalism,0.5806451612903226
24,travel,0.2777777777777778
25,travel,0.14516129032258066
26,autos_and_vehicles,0.30864197530864196
27,music_and_entertainment,0.23809523809523808
28,citizen_journalism,0.2033898305084746
29,food_and_drink,0.23255813953488372
3,citizen_journalism,0.26136363636363635
30,citizen_journalism,0.22134387351778656
31,travel,0.18
32,travel,0.21666666666666667
33,food_and_drink,0.375
34,citizen_journalism,0.29347826086956524
35,food_and_drink,0.42857142857142855
36,travel,0.17857142857142858
37,conferences_and_other_events,0.17391304347826086
38,travel,0.27586206896551724
39,autos_and_vehicles,0.16822429906542055
4,autos_and_vehicles,0.1611842105263158
40,citizen_journalism,0.18181818181818182
41,travel,0.14054054054054055
42,default_category,0.2953020134228188
43,food_and_drink,0.25925925925925924
44,health,0.17682926829268292
5,videoblogging,0.2777777777777778
6,citizen_journalism,0.2711864406779661
7,travel,1.0
8,food_and_drink,0.2179930795847751
9,travel,0.27586206896551724
